center,left,right,steering,throttle,reverse,speed
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_52_572.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_52_572.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_52_572.jpg,0.0,1.0,0.0,4.237926
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_52_641.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_52_641.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_52_641.jpg,0.0,1.0,0.0,4.937284
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_52_711.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_52_711.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_52_711.jpg,-0.1,1.0,0.0,5.861759
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_52_782.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_52_782.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_52_782.jpg,-0.25,1.0,0.0,6.540921
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_52_851.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_52_851.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_52_851.jpg,0.0,1.0,0.0,7.423859
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_52_922.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_52_922.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_52_922.jpg,0.0,1.0,0.0,8.097432
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_52_989.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_52_989.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_52_989.jpg,0.0,1.0,0.0,8.998233
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_53_057.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_53_057.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_53_057.jpg,0.0,1.0,0.0,9.669795
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_53_127.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_53_127.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_53_127.jpg,0.0,1.0,0.0,10.33746
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_53_197.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_53_197.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_53_197.jpg,0.0,1.0,0.0,11.22152
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_53_265.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_53_265.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_53_265.jpg,0.0,1.0,0.0,12.00861
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_53_334.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_53_334.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_53_334.jpg,0.0,1.0,0.0,12.72235
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_53_403.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_53_403.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_53_403.jpg,-0.15,1.0,0.0,13.33689
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_53_471.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_53_471.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_53_471.jpg,-0.35,1.0,0.0,14.01541
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_53_539.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_53_539.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_53_539.jpg,-0.5000001,1.0,0.0,14.85724
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_53_607.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_53_607.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_53_607.jpg,0.0,1.0,0.0,15.29666
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_53_678.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_53_678.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_53_678.jpg,0.0,1.0,0.0,16.04135
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_53_748.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_53_748.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_53_748.jpg,0.0,1.0,0.0,16.88454
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_53_818.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_53_818.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_53_818.jpg,0.0,1.0,0.0,17.71817
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_53_888.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_53_888.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_53_888.jpg,0.0,1.0,0.0,18.53415
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_53_959.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_53_959.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_53_959.jpg,0.0,1.0,0.0,18.98792
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_54_029.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_54_029.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_54_029.jpg,0.0,1.0,0.0,19.81949
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_54_100.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_54_100.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_54_100.jpg,0.0,1.0,0.0,20.5347
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_54_168.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_54_168.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_54_168.jpg,0.0,1.0,0.0,21.32468
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_54_235.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_54_235.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_54_235.jpg,0.0,1.0,0.0,21.86313
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_54_305.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_54_305.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_54_305.jpg,-0.15,1.0,0.0,22.48795
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_54_375.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_54_375.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_54_375.jpg,-0.35,1.0,0.0,23.20511
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_54_446.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_54_446.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_54_446.jpg,0.0,1.0,0.0,23.74556
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_54_514.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_54_514.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_54_514.jpg,-0.15,1.0,0.0,24.51607
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_54_582.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_54_582.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_54_582.jpg,-0.3,1.0,0.0,25.06805
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_54_650.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_54_650.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_54_650.jpg,-0.5000001,1.0,0.0,25.72703
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_54_720.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_54_720.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_54_720.jpg,-0.6500001,1.0,0.0,26.1621
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_54_790.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_54_790.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_54_790.jpg,-0.8500001,1.0,0.0,26.65825
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_54_859.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_54_859.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_54_859.jpg,-1.0,1.0,0.0,26.97898
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_54_927.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_54_927.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_54_927.jpg,-1.0,1.0,0.0,27.32047
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_54_996.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_54_996.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_54_996.jpg,0.0,1.0,0.0,27.88967
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_55_064.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_55_064.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_55_064.jpg,0.0,1.0,0.0,28.3672
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_55_131.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_55_131.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_55_131.jpg,0.0,1.0,0.0,29.05835
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_55_199.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_55_199.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_55_199.jpg,0.15,1.0,0.0,29.568
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_55_270.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_55_270.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_55_270.jpg,0.35,1.0,0.0,30.14681
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_55_338.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_55_338.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_55_338.jpg,0.5000001,1.0,0.0,30.13733
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_55_409.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_55_409.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_55_409.jpg,0.0,1.0,0.0,30.18748
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_55_481.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_55_481.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_55_481.jpg,0.0,1.0,0.0,30.18863
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_55_550.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_55_550.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_55_550.jpg,0.0,1.0,0.0,30.18998
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_55_620.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_55_620.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_55_620.jpg,-0.1,1.0,0.0,30.18621
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_55_688.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_55_688.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_55_688.jpg,-0.3,1.0,0.0,30.16736
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_55_756.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_55_756.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_55_756.jpg,-0.45,1.0,0.0,30.14999
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_55_828.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_55_828.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_55_828.jpg,0.0,1.0,0.0,30.18846
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_55_895.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_55_895.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_55_895.jpg,0.0,1.0,0.0,30.19009
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_55_963.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_55_963.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_55_963.jpg,0.0,1.0,0.0,30.19011
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_56_034.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_56_034.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_56_034.jpg,0.0,1.0,0.0,30.19029
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_56_104.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_56_104.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_56_104.jpg,-0.15,1.0,0.0,30.18554
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_56_174.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_56_174.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_56_174.jpg,-0.35,1.0,0.0,30.16462
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_56_247.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_56_247.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_56_247.jpg,0.0,1.0,0.0,30.18834
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_56_318.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_56_318.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_56_318.jpg,0.0,1.0,0.0,30.19
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_56_391.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_56_391.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_56_391.jpg,0.0,1.0,0.0,30.19027
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_56_459.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_56_459.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_56_459.jpg,0.0,1.0,0.0,30.19029
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_56_530.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_56_530.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_56_530.jpg,0.0,1.0,0.0,30.19032
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_56_597.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_56_597.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_56_597.jpg,0.0,1.0,0.0,30.1903
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_56_665.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_56_665.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_56_665.jpg,0.0,1.0,0.0,30.1905
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_56_732.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_56_732.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_56_732.jpg,0.0,1.0,0.0,30.19027
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_56_800.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_56_800.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_56_800.jpg,0.0,1.0,0.0,30.1903
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_56_867.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_56_867.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_56_867.jpg,0.0,1.0,0.0,30.19034
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_56_934.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_56_934.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_56_934.jpg,-0.1,1.0,0.0,30.1877
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_57_004.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_57_004.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_57_004.jpg,-0.25,1.0,0.0,30.17479
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_57_076.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_57_076.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_57_076.jpg,0.0,1.0,0.0,30.18117
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_57_146.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_57_146.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_57_146.jpg,0.0,1.0,0.0,30.18897
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_57_213.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_57_213.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_57_213.jpg,0.0,1.0,0.0,30.18998
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_57_282.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_57_282.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_57_282.jpg,0.0,1.0,0.0,30.1902
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_57_349.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_57_349.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_57_349.jpg,-0.15,1.0,0.0,30.18554
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_57_421.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_57_421.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_57_421.jpg,-0.3,1.0,0.0,30.17068
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_57_491.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_57_491.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_57_491.jpg,0.0,1.0,0.0,30.1885
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_57_562.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_57_562.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_57_562.jpg,0.0,1.0,0.0,30.18923
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_57_629.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_57_629.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_57_629.jpg,0.0,1.0,0.0,30.19013
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_57_697.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_57_697.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_57_697.jpg,0.0,1.0,0.0,30.1909
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_57_769.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_57_769.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_57_769.jpg,0.0,1.0,0.0,30.19031
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_57_836.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_57_836.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_57_836.jpg,0.0,1.0,0.0,30.19031
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_57_906.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_57_906.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_57_906.jpg,-0.1,1.0,0.0,30.1879
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_57_975.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_57_975.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_57_975.jpg,-0.3,1.0,0.0,30.16953
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_58_045.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_58_045.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_58_045.jpg,0.0,1.0,0.0,30.19009
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_58_115.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_58_115.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_58_115.jpg,0.0,1.0,0.0,30.18992
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_58_182.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_58_182.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_58_182.jpg,0.0,1.0,0.0,30.19018
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_58_249.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_58_249.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_58_249.jpg,-0.05,1.0,0.0,30.18999
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_58_318.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_58_318.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_58_318.jpg,-0.2,1.0,0.0,30.18104
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_58_386.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_58_386.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_58_386.jpg,-0.35,1.0,0.0,30.16414
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_58_458.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_58_458.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_58_458.jpg,0.0,1.0,0.0,30.18753
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_58_525.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_58_525.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_58_525.jpg,0.0,1.0,0.0,30.18966
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_58_598.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_58_598.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_58_598.jpg,0.0,1.0,0.0,30.1898
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_58_668.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_58_668.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_58_668.jpg,-0.2,1.0,0.0,30.18184
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_58_740.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_58_740.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_58_740.jpg,0.0,1.0,0.0,30.19049
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_58_812.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_58_812.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_58_812.jpg,0.0,1.0,0.0,30.19017
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_58_880.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_58_880.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_58_880.jpg,0.0,1.0,0.0,30.19026
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_58_951.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_58_951.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_58_951.jpg,0.0,1.0,0.0,30.19029
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_59_019.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_59_019.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_59_019.jpg,0.0,1.0,0.0,30.19031
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_59_089.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_59_089.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_59_089.jpg,-0.05,1.0,0.0,30.18975
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_59_160.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_59_160.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_59_160.jpg,-0.2,1.0,0.0,30.18003
beta_simulator_windows/data/IMG/center_2023_11_29_12_25_59_234.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_25_59_234.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_25_59_234.jpg,0.0,1.0,0.0,30.1831
